Date_Time (GMT), Event, Speed (cm/sec)
2021-06-02 19:02, slack,-
2021-06-02 20:33, ebb,-23
2021-06-02 23:14, slack,-
2021-06-03 05:23, flood,39
2021-06-03 07:14, slack,-
2021-06-03 08:51, ebb,-24
2021-06-03 11:44, slack,-
2021-06-03 17:59, flood,44
2021-06-03 19:56, slack,-
2021-06-03 23:03, ebb,-23
2021-06-04 00:08, slack,-
2021-06-04 06:23, flood,39
2021-06-04 08:14, slack,-
2021-06-04 11:21, ebb,-23
2021-06-04 12:32, slack,-
2021-06-04 18:53, flood,43
2021-06-04 20:50, slack,-
2021-06-04 23:57, ebb,-25
2021-06-05 01:02, slack,-
2021-06-05 07:17, flood,39
2021-06-05 09:08, slack,-
2021-06-05 12:09, ebb,-23
2021-06-05 13:20, slack,-
2021-06-05 19:47, flood,42
2021-06-05 21:44, slack,-
2021-06-06 00:45, ebb,-26
2021-06-06 01:50, slack,-
2021-06-06 08:11, flood,40
2021-06-06 10:02, slack,-
2021-06-06 12:51, ebb,-24
2021-06-06 14:02, slack,-
2021-06-06 20:41, flood,41
2021-06-06 22:32, slack,-
2021-06-07 01:27, ebb,-27
2021-06-07 02:38, slack,-
2021-06-07 08:59, flood,41
2021-06-07 10:50, slack,-
2021-06-07 13:03, ebb,-24
2021-06-07 14:44, slack,-
2021-06-07 21:23, flood,40
2021-06-07 23:14, slack,-
2021-06-08 02:03, ebb,-27
2021-06-08 03:20, slack,-
2021-06-08 09:47, flood,42
2021-06-08 11:38, slack,-
2021-06-08 13:21, ebb,-24
2021-06-08 15:26, slack,-
2021-06-08 22:05, flood,38
2021-06-08 23:56, slack,-
2021-06-09 01:57, ebb,-28
2021-06-09 04:08, slack,-
2021-06-09 10:29, flood,41
2021-06-09 12:20, slack,-
2021-06-09 13:57, ebb,-25
2021-06-09 16:08, slack,-
2021-06-09 20:53, flood,37
2021-06-10 00:32, slack,-
2021-06-10 02:21, ebb,-29
2021-06-10 04:50, slack,-
2021-06-10 10:53, flood,40
2021-06-10 13:02, slack,-
2021-06-10 14:39, ebb,-26
2021-06-10 16:44, slack,-
2021-06-10 21:29, flood,38
2021-06-11 01:14, slack,-
2021-06-11 02:57, ebb,-30
2021-06-11 05:26, slack,-
2021-06-11 10:29, flood,40
2021-06-11 13:50, slack,-
2021-06-11 15:21, ebb,-27
2021-06-11 17:26, slack,-
2021-06-11 22:11, flood,40
2021-06-12 01:50, slack,-
2021-06-12 03:39, ebb,-31
2021-06-12 06:08, slack,-
2021-06-12 10:59, flood,41
2021-06-12 14:32, slack,-
2021-06-12 16:03, ebb,-28
2021-06-12 18:08, slack,-
2021-06-12 22:53, flood,41
2021-06-13 02:32, slack,-
2021-06-13 04:21, ebb,-32
2021-06-13 06:50, slack,-
2021-06-13 11:41, flood,42
2021-06-13 15:14, slack,-
2021-06-13 16:45, ebb,-29
2021-06-13 18:50, slack,-
2021-06-13 23:35, flood,42
2021-06-14 03:14, slack,-
2021-06-14 05:03, ebb,-33
2021-06-14 07:26, slack,-
2021-06-14 12:29, flood,42
2021-06-14 15:56, slack,-
2021-06-14 17:27, ebb,-30
2021-06-14 19:32, slack,-
2021-06-15 00:29, flood,42
2021-06-15 03:56, slack,-
2021-06-15 05:51, ebb,-34
2021-06-15 08:14, slack,-
2021-06-15 13:17, flood,43
2021-06-15 16:38, slack,-
2021-06-15 18:15, ebb,-30
2021-06-15 20:20, slack,-
2021-06-16 01:23, flood,43
2021-06-16 04:44, slack,-
2021-06-16 06:39, ebb,-34
2021-06-16 09:02, slack,-
2021-06-16 14:11, flood,45
2021-06-16 17:26, slack,-
2021-06-16 19:03, ebb,-31
2021-06-16 21:14, slack,-
2021-06-17 02:17, flood,44
2021-06-17 05:32, slack,-
2021-06-17 07:27, ebb,-34
2021-06-17 09:50, slack,-
2021-06-17 14:59, flood,46
2021-06-17 18:20, slack,-
2021-06-17 19:57, ebb,-31
2021-06-17 22:14, slack,-
2021-06-18 03:11, flood,45
2021-06-18 06:26, slack,-
2021-06-18 08:15, ebb,-33
2021-06-18 10:44, slack,-
2021-06-18 15:47, flood,48
2021-06-18 19:08, slack,-
2021-06-18 20:51, ebb,-31
2021-06-18 23:14, slack,-
2021-06-19 04:05, flood,46
2021-06-19 07:26, slack,-
2021-06-19 09:15, ebb,-32
2021-06-19 11:38, slack,-
2021-06-19 16:35, flood,49
2021-06-19 20:02, slack,-
2021-06-19 21:45, ebb,-32
2021-06-20 00:08, slack,-
2021-06-20 04:59, flood,46
2021-06-20 08:26, slack,-
2021-06-20 10:09, ebb,-32
2021-06-20 12:32, slack,-
2021-06-20 17:29, flood,50
2021-06-20 21:02, slack,-
2021-06-20 22:45, ebb,-33
2021-06-21 01:08, slack,-
2021-06-21 05:59, flood,46
2021-06-21 09:32, slack,-
2021-06-21 11:09, ebb,-32
2021-06-21 13:20, slack,-
2021-06-21 18:23, flood,50
2021-06-21 21:56, slack,-
2021-06-21 23:45, ebb,-35
2021-06-22 02:08, slack,-
2021-06-22 07:05, flood,46
2021-06-22 10:32, slack,-
2021-06-22 12:09, ebb,-32
2021-06-22 14:14, slack,-
2021-06-22 19:17, flood,50
2021-06-22 22:50, slack,-
2021-06-23 00:39, ebb,-36
2021-06-23 03:02, slack,-
2021-06-23 08:35, flood,47
2021-06-23 11:26, slack,-
2021-06-23 13:03, ebb,-33
2021-06-23 15:08, slack,-
2021-06-23 20:17, flood,49
2021-06-23 23:44, slack,-
2021-06-24 01:33, ebb,-37
2021-06-24 03:56, slack,-
2021-06-24 10:11, flood,51
2021-06-24 12:26, slack,-
2021-06-24 13:57, ebb,-33
2021-06-24 16:02, slack,-
2021-06-24 21:29, flood,49
2021-06-25 00:38, slack,-
2021-06-25 02:27, ebb,-37
2021-06-25 04:50, slack,-
2021-06-25 11:11, flood,53
2021-06-25 13:20, slack,-
2021-06-25 14:51, ebb,-32
2021-06-25 17:02, slack,-
2021-06-25 22:35, flood,48
2021-06-26 01:32, slack,-
2021-06-26 03:15, ebb,-37
2021-06-26 05:44, slack,-
2021-06-26 12:05, flood,53
2021-06-26 14:14, slack,-
2021-06-26 15:45, ebb,-32
2021-06-26 17:56, slack,-
2021-06-26 23:53, flood,46
2021-06-27 02:26, slack,-
2021-06-27 04:09, ebb,-36
2021-06-27 06:38, slack,-
2021-06-27 13:05, flood,52
2021-06-27 15:08, slack,-
2021-06-27 16:39, ebb,-31
2021-06-27 18:50, slack,-
2021-06-28 01:11, flood,44
2021-06-28 03:14, slack,-
2021-06-28 04:57, ebb,-34
2021-06-28 07:32, slack,-
2021-06-28 13:59, flood,51
2021-06-28 15:56, slack,-
2021-06-28 17:27, ebb,-29
2021-06-28 19:44, slack,-
2021-06-29 02:11, flood,43
2021-06-29 04:08, slack,-
2021-06-29 05:45, ebb,-31
2021-06-29 08:26, slack,-
2021-06-29 14:53, flood,49
2021-06-29 16:50, slack,-
2021-06-29 18:21, ebb,-27
2021-06-29 20:44, slack,-
2021-06-30 03:05, flood,41
2021-06-30 05:02, slack,-
2021-06-30 06:33, ebb,-29
2021-06-30 09:20, slack,-
2021-06-30 15:47, flood,47
2021-06-30 17:38, slack,-
2021-06-30 19:09, ebb,-25
2021-06-30 21:44, slack,-
2021-07-01 03:59, flood,39
2021-07-01 05:56, slack,-
2021-07-01 07:27, ebb,-26
2021-07-01 10:14, slack,-
2021-07-01 16:35, flood,44
2021-07-01 18:32, slack,-
2021-07-01 20:03, ebb,-23
2021-07-01 22:44, slack,-
2021-07-02 04:53, flood,37
2021-07-02 06:44, slack,-
2021-07-02 08:15, ebb,-24
2021-07-02 11:08, slack,-
2021-07-02 17:29, flood,41
2021-07-02 19:26, slack,-
2021-07-02 21:03, ebb,-22
2021-07-02 22:27, ebb,-22
2021-07-02 23:38, slack,-
2021-07-03 05:47, flood,36
2021-07-03 07:38, slack,-
2021-07-03 09:09, ebb,-22
2021-07-03 11:56, slack,-
2021-07-03 18:23, flood,38
2021-07-03 20:14, slack,-
2021-07-03 23:27, ebb,-23
2021-07-04 00:32, slack,-
2021-07-04 06:41, flood,35
2021-07-04 08:32, slack,-
2021-07-04 10:15, ebb,-21
2021-07-04 11:39, ebb,-20
2021-07-04 12:38, slack,-
2021-07-04 19:11, flood,36
2021-07-04 21:02, slack,-
2021-07-05 00:15, ebb,-24
2021-07-05 01:20, slack,-
2021-07-05 07:35, flood,35
2021-07-05 09:26, slack,-
2021-07-05 12:09, ebb,-21
2021-07-05 13:26, slack,-
2021-07-05 20:05, flood,34
2021-07-05 21:56, slack,-
2021-07-06 01:03, ebb,-25
2021-07-06 02:08, slack,-
2021-07-06 08:29, flood,36
2021-07-06 10:20, slack,-
2021-07-06 12:03, ebb,-21
2021-07-06 14:08, slack,-
2021-07-06 18:47, flood,32
2021-07-06 20:53, flood,33
2021-07-06 22:38, slack,-
2021-07-07 01:33, ebb,-25
2021-07-07 02:56, slack,-
2021-07-07 09:17, flood,37
2021-07-07 11:08, slack,-
2021-07-07 12:39, ebb,-22
2021-07-07 14:50, slack,-
2021-07-07 19:29, flood,34
2021-07-07 20:47, flood,32
2021-07-07 23:20, slack,-
2021-07-08 01:09, ebb,-26
2021-07-08 03:38, slack,-
2021-07-08 09:59, flood,38
2021-07-08 11:50, slack,-
2021-07-08 13:21, ebb,-24
2021-07-08 15:32, slack,-
2021-07-08 20:17, flood,36
2021-07-09 00:02, slack,-
2021-07-09 01:45, ebb,-28
2021-07-09 04:20, slack,-
2021-07-09 10:23, flood,39
2021-07-09 12:38, slack,-
2021-07-09 14:03, ebb,-26
2021-07-09 16:14, slack,-
2021-07-09 20:59, flood,39
2021-07-10 00:44, slack,-
2021-07-10 02:27, ebb,-30
2021-07-10 04:56, slack,-
2021-07-10 09:59, flood,41
2021-07-10 13:20, slack,-
2021-07-10 14:51, ebb,-28
2021-07-10 16:56, slack,-
2021-07-10 21:41, flood,43
2021-07-11 01:20, slack,-
2021-07-11 03:09, ebb,-32
2021-07-11 05:38, slack,-
2021-07-11 10:35, flood,44
2021-07-11 14:02, slack,-
2021-07-11 15:33, ebb,-30
2021-07-11 17:38, slack,-
2021-07-11 22:29, flood,45
2021-07-12 02:02, slack,-
2021-07-12 03:51, ebb,-34
2021-07-12 06:14, slack,-
2021-07-12 11:11, flood,46
2021-07-12 14:44, slack,-
2021-07-12 16:15, ebb,-32
2021-07-12 18:20, slack,-
2021-07-12 23:11, flood,47
2021-07-13 02:44, slack,-
2021-07-13 04:39, ebb,-36
2021-07-13 06:56, slack,-
2021-07-13 11:59, flood,47
2021-07-13 15:26, slack,-
2021-07-13 17:03, ebb,-33
2021-07-13 19:02, slack,-
2021-07-13 23:59, flood,48
2021-07-14 03:32, slack,-
2021-07-14 05:21, ebb,-37
2021-07-14 07:38, slack,-
2021-07-14 12:47, flood,48
2021-07-14 16:08, slack,-
2021-07-14 17:51, ebb,-34
2021-07-14 19:50, slack,-
2021-07-15 00:53, flood,48
2021-07-15 04:14, slack,-
2021-07-15 06:09, ebb,-37
2021-07-15 08:26, slack,-
2021-07-15 13:35, flood,49
2021-07-15 16:56, slack,-
2021-07-15 18:39, ebb,-34
2021-07-15 20:44, slack,-
2021-07-16 01:53, flood,48
2021-07-16 05:08, slack,-
2021-07-16 07:03, ebb,-37
2021-07-16 09:14, slack,-
2021-07-16 14:29, flood,50
2021-07-16 17:44, slack,-
2021-07-16 19:27, ebb,-34
2021-07-16 21:44, slack,-
2021-07-17 02:47, flood,47
2021-07-17 06:02, slack,-
2021-07-17 07:51, ebb,-35
2021-07-17 10:08, slack,-
2021-07-17 15:17, flood,50
2021-07-17 18:38, slack,-
2021-07-17 20:21, ebb,-34
2021-07-17 22:44, slack,-
2021-07-18 03:41, flood,46
2021-07-18 07:02, slack,-
2021-07-18 08:45, ebb,-33
2021-07-18 11:08, slack,-
2021-07-18 16:05, flood,50
2021-07-18 19:32, slack,-
2021-07-18 21:21, ebb,-33
2021-07-18 23:50, slack,-
2021-07-19 04:41, flood,44
2021-07-19 08:08, slack,-
2021-07-19 09:45, ebb,-31
2021-07-19 12:02, slack,-
2021-07-19 16:59, flood,48
2021-07-19 20:32, slack,-
2021-07-19 22:21, ebb,-33
2021-07-20 00:50, slack,-
2021-07-20 05:47, flood,43
2021-07-20 09:08, slack,-
2021-07-20 10:45, ebb,-30
2021-07-20 13:02, slack,-
2021-07-20 17:59, flood,47
2021-07-20 21:32, slack,-
2021-07-20 23:21, ebb,-33
2021-07-21 01:50, slack,-
2021-07-21 07:17, flood,43
2021-07-21 10:14, slack,-
2021-07-21 11:45, ebb,-30
2021-07-21 13:56, slack,-
2021-07-21 18:59, flood,45
2021-07-21 22:32, slack,-
2021-07-22 00:21, ebb,-34
2021-07-22 02:50, slack,-
2021-07-22 09:11, flood,47
2021-07-22 11:14, slack,-
2021-07-22 12:45, ebb,-30
2021-07-22 14:56, slack,-
2021-07-22 21:05, flood,45
2021-07-22 23:26, slack,-
2021-07-23 01:15, ebb,-34
2021-07-23 03:44, slack,-
2021-07-23 10:11, flood,52
2021-07-23 12:08, slack,-
2021-07-23 13:45, ebb,-30
2021-07-23 15:56, slack,-
2021-07-23 22:17, flood,48
2021-07-24 00:20, slack,-
2021-07-24 02:09, ebb,-35
2021-07-24 04:38, slack,-
2021-07-24 11:05, flood,55
2021-07-24 13:02, slack,-
2021-07-24 14:39, ebb,-31
2021-07-24 16:50, slack,-
2021-07-24 23:11, flood,49
2021-07-25 01:14, slack,-
2021-07-25 03:03, ebb,-35
2021-07-25 05:32, slack,-
2021-07-25 11:53, flood,55
2021-07-25 13:56, slack,-
2021-07-25 15:33, ebb,-31
2021-07-25 17:44, slack,-
2021-07-26 00:05, flood,49
2021-07-26 02:08, slack,-
2021-07-26 03:51, ebb,-34
2021-07-26 06:20, slack,-
2021-07-26 12:47, flood,54
2021-07-26 14:44, slack,-
2021-07-26 16:21, ebb,-30
2021-07-26 18:32, slack,-
2021-07-27 00:59, flood,47
2021-07-27 02:56, slack,-
2021-07-27 04:39, ebb,-33
2021-07-27 07:08, slack,-
2021-07-27 13:41, flood,52
2021-07-27 15:32, slack,-
2021-07-27 17:09, ebb,-29
2021-07-27 19:26, slack,-
2021-07-28 01:47, flood,45
2021-07-28 03:44, slack,-
2021-07-28 05:27, ebb,-31
2021-07-28 07:56, slack,-
2021-07-28 14:29, flood,49
2021-07-28 16:20, slack,-
2021-07-28 17:57, ebb,-28
2021-07-28 20:20, slack,-
2021-07-29 02:41, flood,42
2021-07-29 04:38, slack,-
2021-07-29 06:09, ebb,-29
2021-07-29 08:50, slack,-
2021-07-29 15:17, flood,45
2021-07-29 17:08, slack,-
2021-07-29 18:45, ebb,-26
2021-07-29 21:14, slack,-
2021-07-30 03:29, flood,39
2021-07-30 05:26, slack,-
2021-07-30 06:57, ebb,-27
2021-07-30 09:38, slack,-
2021-07-30 16:05, flood,40
2021-07-30 17:56, slack,-
2021-07-30 19:27, ebb,-24
2021-07-30 22:08, slack,-
2021-07-31 04:17, flood,36
2021-07-31 06:14, slack,-
2021-07-31 07:45, ebb,-24
2021-07-31 10:26, slack,-
2021-07-31 16:53, flood,36
2021-07-31 18:50, slack,-
2021-07-31 20:15, ebb,-22
2021-07-31 23:08, slack,-
2021-08-01 05:11, flood,33
2021-08-01 07:08, slack,-
2021-08-01 08:33, ebb,-22
2021-08-01 11:14, slack,-
2021-08-01 17:41, flood,32
2021-08-01 19:38, slack,-
2021-08-01 21:09, ebb,-21
2021-08-01 22:57, ebb,-21
2021-08-01 23:56, slack,-
2021-08-02 06:05, flood,31
2021-08-02 08:02, slack,-
2021-08-02 09:21, ebb,-20
2021-08-02 12:02, slack,-
2021-08-02 16:41, flood,30
2021-08-02 20:26, slack,-
2021-08-02 23:51, ebb,-21
2021-08-03 00:50, slack,-
2021-08-03 07:05, flood,31
2021-08-03 08:56, slack,-
2021-08-03 10:21, ebb,-19
2021-08-03 12:50, slack,-
2021-08-03 17:23, flood,30
2021-08-03 21:14, slack,-
2021-08-04 00:33, ebb,-22
2021-08-04 01:38, slack,-
2021-08-04 07:53, flood,31
2021-08-04 09:44, slack,-
2021-08-04 11:21, ebb,-20
2021-08-04 13:38, slack,-
2021-08-04 18:05, flood,32
2021-08-04 22:02, slack,-
2021-08-04 23:51, ebb,-23
2021-08-05 02:26, slack,-
2021-08-05 08:47, flood,33
2021-08-05 10:38, slack,-
2021-08-05 12:09, ebb,-22
2021-08-05 14:20, slack,-
2021-08-05 18:53, flood,34
2021-08-05 22:50, slack,-
2021-08-06 00:33, ebb,-25
2021-08-06 03:08, slack,-
2021-08-06 09:23, flood,35
2021-08-06 11:20, slack,-
2021-08-06 12:51, ebb,-24
2021-08-06 15:02, slack,-
2021-08-06 19:41, flood,37
2021-08-06 23:32, slack,-
2021-08-07 01:15, ebb,-28
2021-08-07 03:50, slack,-
2021-08-07 08:53, flood,38
2021-08-07 12:02, slack,-
2021-08-07 13:33, ebb,-26
2021-08-07 15:44, slack,-
2021-08-07 20:29, flood,41
2021-08-08 00:14, slack,-
2021-08-08 01:57, ebb,-31
2021-08-08 04:26, slack,-
2021-08-08 09:29, flood,42
2021-08-08 12:50, slack,-
2021-08-08 14:21, ebb,-29
2021-08-08 16:26, slack,-
2021-08-08 21:17, flood,46
2021-08-09 00:50, slack,-
2021-08-09 02:39, ebb,-34
2021-08-09 05:08, slack,-
2021-08-09 10:05, flood,47
2021-08-09 13:32, slack,-
2021-08-09 15:09, ebb,-32
2021-08-09 17:08, slack,-
2021-08-09 22:05, flood,50
2021-08-10 01:32, slack,-
2021-08-10 03:27, ebb,-37
2021-08-10 05:44, slack,-
2021-08-10 10:47, flood,50
2021-08-10 14:14, slack,-
2021-08-10 15:51, ebb,-34
2021-08-10 17:50, slack,-
2021-08-10 22:47, flood,52
2021-08-11 02:20, slack,-
2021-08-11 04:09, ebb,-39
2021-08-11 06:26, slack,-
2021-08-11 11:29, flood,52
2021-08-11 14:56, slack,-
2021-08-11 16:39, ebb,-36
2021-08-11 18:38, slack,-
2021-08-11 23:35, flood,53
2021-08-12 03:08, slack,-
2021-08-12 04:57, ebb,-40
2021-08-12 07:08, slack,-
2021-08-12 12:11, flood,53
2021-08-12 15:44, slack,-
2021-08-12 17:27, ebb,-37
2021-08-12 19:26, slack,-
2021-08-13 00:29, flood,52
2021-08-13 03:56, slack,-
2021-08-13 05:45, ebb,-39
2021-08-13 07:50, slack,-
2021-08-13 13:05, flood,52
2021-08-13 16:26, slack,-
2021-08-13 18:15, ebb,-37
2021-08-13 20:20, slack,-
2021-08-14 01:29, flood,50
2021-08-14 04:44, slack,-
2021-08-14 06:39, ebb,-38
2021-08-14 08:44, slack,-
2021-08-14 13:59, flood,52
2021-08-14 17:20, slack,-
2021-08-14 19:03, ebb,-37
2021-08-14 21:20, slack,-
2021-08-15 02:23, flood,48
2021-08-15 05:44, slack,-
2021-08-15 07:27, ebb,-35
2021-08-15 09:38, slack,-
2021-08-15 14:47, flood,50
2021-08-15 18:14, slack,-
2021-08-15 19:57, ebb,-35
2021-08-15 22:26, slack,-
2021-08-16 03:23, flood,45
2021-08-16 06:44, slack,-
2021-08-16 08:21, ebb,-32
2021-08-16 10:38, slack,-
2021-08-16 15:41, flood,47
2021-08-16 19:08, slack,-
2021-08-16 20:51, ebb,-33
2021-08-16 23:32, slack,-
2021-08-17 04:29, flood,42
2021-08-17 07:50, slack,-
2021-08-17 09:21, ebb,-29
2021-08-17 11:44, slack,-
2021-08-17 16:41, flood,45
2021-08-17 20:14, slack,-
2021-08-17 21:51, ebb,-31
2021-08-18 00:32, slack,-
2021-08-18 05:53, flood,41
2021-08-18 08:56, slack,-
2021-08-18 10:27, ebb,-27
2021-08-18 12:44, slack,-
2021-08-18 17:47, flood,42
2021-08-18 21:14, slack,-
2021-08-18 22:57, ebb,-30
2021-08-19 01:38, slack,-
2021-08-19 07:59, flood,44
2021-08-19 09:56, slack,-
2021-08-19 11:33, ebb,-27
2021-08-19 13:44, slack,-
2021-08-19 19:59, flood,42
2021-08-19 22:14, slack,-
2021-08-20 00:03, ebb,-31
2021-08-20 02:38, slack,-
2021-08-20 08:59, flood,49
2021-08-20 10:56, slack,-
2021-08-20 12:39, ebb,-28
2021-08-20 14:44, slack,-
2021-08-20 21:17, flood,47
2021-08-20 23:14, slack,-
2021-08-21 01:03, ebb,-32
2021-08-21 03:32, slack,-
2021-08-21 09:59, flood,54
2021-08-21 11:50, slack,-
2021-08-21 13:39, ebb,-29
2021-08-21 15:44, slack,-
2021-08-21 22:11, flood,50
2021-08-22 00:08, slack,-
2021-08-22 02:03, ebb,-32
2021-08-22 04:26, slack,-
2021-08-22 10:47, flood,57
2021-08-22 12:44, slack,-
2021-08-22 14:39, ebb,-30
2021-08-22 16:32, slack,-
2021-08-22 22:59, flood,52
2021-08-23 00:56, slack,-
2021-08-23 02:51, ebb,-33
2021-08-23 05:14, slack,-
2021-08-23 11:35, flood,56
2021-08-23 13:32, slack,-
2021-08-23 15:27, ebb,-31
2021-08-23 17:26, slack,-
2021-08-23 23:47, flood,51
2021-08-24 01:50, slack,-
2021-08-24 03:39, ebb,-33
2021-08-24 06:02, slack,-
2021-08-24 12:23, flood,54
2021-08-24 14:20, slack,-
2021-08-24 16:09, ebb,-30
2021-08-24 18:14, slack,-
2021-08-25 00:35, flood,49
2021-08-25 02:32, slack,-
2021-08-25 04:21, ebb,-32
2021-08-25 06:44, slack,-
2021-08-25 13:11, flood,50
2021-08-25 15:08, slack,-
2021-08-25 16:51, ebb,-30
2021-08-25 19:02, slack,-
2021-08-26 01:23, flood,45
2021-08-26 03:20, slack,-
2021-08-26 05:03, ebb,-31
2021-08-26 07:26, slack,-
2021-08-26 13:59, flood,46
2021-08-26 15:50, slack,-
2021-08-26 17:27, ebb,-28
2021-08-26 19:50, slack,-
2021-08-27 02:11, flood,42
2021-08-27 04:08, slack,-
2021-08-27 05:39, ebb,-29
2021-08-27 08:08, slack,-
2021-08-27 14:41, flood,41
2021-08-27 16:38, slack,-
2021-08-27 18:09, ebb,-27
2021-08-27 20:38, slack,-
2021-08-28 02:53, flood,38
2021-08-28 04:56, slack,-
2021-08-28 06:27, ebb,-27
2021-08-28 08:56, slack,-
2021-08-28 15:23, flood,35
2021-08-28 17:20, slack,-
2021-08-28 18:51, ebb,-25
2021-08-28 21:38, slack,-
2021-08-29 03:35, flood,34
2021-08-29 05:44, slack,-
2021-08-29 07:09, ebb,-24
2021-08-29 09:44, slack,-
2021-08-29 14:41, flood,32
2021-08-29 18:08, slack,-
2021-08-29 19:39, ebb,-23
2021-08-29 22:32, slack,-
2021-08-30 03:35, flood,31
2021-08-30 06:32, slack,-
2021-08-30 07:57, ebb,-22
2021-08-30 10:38, slack,-
2021-08-30 15:17, flood,30
2021-08-30 18:56, slack,-
2021-08-30 20:21, ebb,-22
2021-08-30 23:26, slack,-
2021-08-31 04:11, flood,29
2021-08-31 07:26, slack,-
2021-08-31 08:45, ebb,-20
2021-08-31 11:26, slack,-
2021-08-31 15:59, flood,30
2021-08-31 19:44, slack,-
2021-08-31 21:15, ebb,-21
2021-09-01 00:14, slack,-
2021-09-01 04:53, flood,29
2021-09-01 08:20, slack,-
2021-09-01 09:39, ebb,-19
2021-09-01 12:14, slack,-
2021-09-01 16:41, flood,30
2021-09-01 20:32, slack,-
2021-09-01 22:09, ebb,-21
2021-09-02 01:02, slack,-
2021-09-02 05:41, flood,30
2021-09-02 09:08, slack,-
2021-09-02 10:39, ebb,-20
2021-09-02 13:02, slack,-
2021-09-02 17:35, flood,32
2021-09-02 21:26, slack,-
2021-09-02 23:03, ebb,-22
2021-09-03 01:50, slack,-
2021-09-03 06:29, flood,32
2021-09-03 10:02, slack,-
2021-09-03 11:33, ebb,-22
2021-09-03 13:50, slack,-
2021-09-03 18:23, flood,35
2021-09-03 22:14, slack,-
2021-09-03 23:57, ebb,-25
2021-09-04 02:32, slack,-
2021-09-04 07:17, flood,35
2021-09-04 10:50, slack,-
2021-09-04 12:21, ebb,-25
2021-09-04 14:32, slack,-
2021-09-04 19:11, flood,39
2021-09-04 22:56, slack,-
2021-09-05 00:39, ebb,-29
2021-09-05 03:14, slack,-
2021-09-05 08:05, flood,40
2021-09-05 11:32, slack,-
2021-09-05 13:09, ebb,-28
2021-09-05 15:14, slack,-
2021-09-05 20:05, flood,44
2021-09-05 23:44, slack,-
2021-09-06 01:27, ebb,-32
2021-09-06 03:56, slack,-
2021-09-06 08:53, flood,45
2021-09-06 12:14, slack,-
2021-09-06 13:51, ebb,-31
2021-09-06 16:02, slack,-
2021-09-06 20:53, flood,49
2021-09-07 00:26, slack,-
2021-09-07 02:15, ebb,-36
2021-09-07 04:32, slack,-
2021-09-07 09:35, flood,50
2021-09-07 12:56, slack,-
2021-09-07 14:39, ebb,-35
2021-09-07 16:44, slack,-
2021-09-07 21:41, flood,53
2021-09-08 01:08, slack,-
2021-09-08 03:03, ebb,-38
2021-09-08 05:14, slack,-
2021-09-08 10:17, flood,54
2021-09-08 13:44, slack,-
2021-09-08 15:27, ebb,-37
2021-09-08 17:26, slack,-
2021-09-08 22:29, flood,56
2021-09-09 01:56, slack,-
2021-09-09 03:45, ebb,-40
2021-09-09 05:56, slack,-
2021-09-09 10:59, flood,56
2021-09-09 14:26, slack,-
2021-09-09 16:15, ebb,-39
2021-09-09 18:14, slack,-
2021-09-09 23:17, flood,56
2021-09-10 02:44, slack,-
2021-09-10 04:33, ebb,-41
2021-09-10 06:38, slack,-
2021-09-10 11:41, flood,55
2021-09-10 15:14, slack,-
2021-09-10 17:03, ebb,-40
2021-09-10 19:02, slack,-
2021-09-11 00:11, flood,53
2021-09-11 03:38, slack,-
2021-09-11 05:21, ebb,-40
2021-09-11 07:20, slack,-
2021-09-11 12:35, flood,53
2021-09-11 16:02, slack,-
2021-09-11 17:51, ebb,-39
2021-09-11 19:56, slack,-
2021-09-12 01:11, flood,50
2021-09-12 04:32, slack,-
2021-09-12 06:15, ebb,-37
2021-09-12 08:14, slack,-
2021-09-12 13:29, flood,51
2021-09-12 16:56, slack,-
2021-09-12 18:39, ebb,-38
2021-09-12 20:56, slack,-
2021-09-13 02:11, flood,46
2021-09-13 05:26, slack,-
2021-09-13 07:03, ebb,-34
2021-09-13 09:14, slack,-
2021-09-13 14:29, flood,47
2021-09-13 17:50, slack,-
2021-09-13 19:33, ebb,-35
2021-09-13 22:08, slack,-
2021-09-14 03:17, flood,43
2021-09-14 06:26, slack,-
2021-09-14 08:03, ebb,-30
2021-09-14 10:20, slack,-
2021-09-14 15:23, flood,44
2021-09-14 18:50, slack,-
2021-09-14 20:27, ebb,-32
2021-09-14 23:14, slack,-
2021-09-15 04:35, flood,40
2021-09-15 07:32, slack,-
2021-09-15 08:57, ebb,-27
2021-09-15 11:26, slack,-
2021-09-15 16:29, flood,41
2021-09-15 19:50, slack,-
2021-09-15 21:33, ebb,-29
2021-09-16 00:20, slack,-
2021-09-16 06:35, flood,42
2021-09-16 08:38, slack,-
2021-09-16 10:09, ebb,-25
2021-09-16 12:32, slack,-
2021-09-16 18:29, flood,39
2021-09-16 20:56, slack,-
2021-09-16 22:39, ebb,-28
2021-09-17 01:20, slack,-
2021-09-17 07:41, flood,46
2021-09-17 09:38, slack,-
2021-09-17 11:27, ebb,-26
2021-09-17 13:38, slack,-
2021-09-17 19:59, flood,43
2021-09-17 21:56, slack,-
2021-09-18 00:03, ebb,-28
2021-09-18 02:20, slack,-
2021-09-18 08:41, flood,50
2021-09-18 10:38, slack,-
2021-09-18 12:51, ebb,-27
2021-09-18 14:32, slack,-
2021-09-18 20:59, flood,48
2021-09-18 22:56, slack,-
2021-09-19 01:15, ebb,-30
2021-09-19 03:14, slack,-
2021-09-19 09:35, flood,54
2021-09-19 11:32, slack,-
